checkpoint_name,fertility
hin/checkpoint_1_50.pt,1.4478044548624875
hin/checkpoint_1_100.pt,1.449786564171507
hin/checkpoint_1_150.pt,1.4496256973290358
hin/checkpoint_1_200.pt,1.4492436385781668
hin/checkpoint_1_250.pt,1.449223530222858
hin/checkpoint_1_300.pt,1.4490856443578828
hin/checkpoint_1_350.pt,1.4515417363277547
hin/checkpoint_1_400.pt,1.4533198894614983
hin/checkpoint_1_450.pt,1.4557070384988826
hin/checkpoint_1_500.pt,1.4604497377295944
hin/checkpoint_1_550.pt,1.4633798123603188
hin/checkpoint_1_600.pt,1.46597953543954
hin/checkpoint1.pt,1.4672003998690084
hin/checkpoint_2_650.pt,1.4669906984493586
hin/checkpoint_2_700.pt,1.4696248929948235
hin/checkpoint_2_750.pt,1.4692255985108327
hin/checkpoint_2_800.pt,1.4696105298838886
hin/checkpoint_2_850.pt,1.4720752397203214
hin/checkpoint_2_900.pt,1.4723050494952803
hin/checkpoint_2_950.pt,1.472170036252492
hin/checkpoint_2_1000.pt,1.4728106310001896
hin/checkpoint_2_1050.pt,1.4724860246930602
hin/checkpoint_2_1100.pt,1.4718684109228586
hin/checkpoint_2_1150.pt,1.4738476476096911
hin/checkpoint_2_1200.pt,1.473514423436001
hin/checkpoint_2_1250.pt,1.4743417386258524
hin/checkpoint_2_1300.pt,1.4744394077802099
hin/checkpoint2.pt,1.4735460222800576
hin/checkpoint_3_1350.pt,1.4741464003171374
hin/checkpoint_3_1400.pt,1.4732156707285544
hin/checkpoint_3_1450.pt,1.4759676427836859
hin/checkpoint_3_1500.pt,1.4755396220778252
hin/checkpoint_3_1550.pt,1.4758469926518325
hin/checkpoint_3_1600.pt,1.4752954491919315
hin/checkpoint_3_1650.pt,1.4758441200296455
hin/checkpoint_3_1700.pt,1.475171926437891
hin/checkpoint_3_1750.pt,1.4752293788816306
hin/checkpoint_3_1800.pt,1.4750484036838507
hin/checkpoint_3_1850.pt,1.4745514400455024
hin/checkpoint_3_1900.pt,1.47630661220175
hin/checkpoint_3_1950.pt,1.474606019867055
hin/checkpoint3.pt,1.4758297569187104
hin/checkpoint_4_2000.pt,1.4757292151421662
hin/checkpoint_4_2050.pt,1.4748530653751357
hin/checkpoint_4_2100.pt,1.4755913292771907
hin/checkpoint_4_2150.pt,1.474815721286705
hin/checkpoint_4_2200.pt,1.4746002746226812
hin/checkpoint_4_2250.pt,1.4750282953285418
hin/checkpoint_4_2300.pt,1.4755970745215647
hin/checkpoint_4_2350.pt,1.474979460751363
hin/checkpoint_4_2400.pt,1.4752552324813135
hin/checkpoint_4_2450.pt,1.4769730605491305
hin/checkpoint_4_2500.pt,1.4758929546068242
hin/checkpoint_4_2550.pt,1.475393118346289
hin/checkpoint_4_2600.pt,1.4764014087339206
hin/checkpoint4.pt,1.476332465801433
hin/checkpoint_5_2650.pt,1.475907317717759
hin/checkpoint_5_2700.pt,1.4758010306968408
hin/checkpoint_5_2750.pt,1.4766139827757574
hin/checkpoint_5_2800.pt,1.4762261787805144
hin/checkpoint_5_2850.pt,1.476886881883521
hin/checkpoint_5_2900.pt,1.4759561522949378
hin/checkpoint_5_2950.pt,1.4764014087339206
hin/checkpoint_5_3000.pt,1.4762261787805144
hin/checkpoint_5_3050.pt,1.4780416760026889
hin/checkpoint_5_3100.pt,1.4761945799364575
hin/checkpoint_5_3150.pt,1.4758268842965236
hin/checkpoint_5_3200.pt,1.4776337636521368
hin/checkpoint_5_3250.pt,1.4775964195637061
hin/checkpoint5.pt,1.4778003757389822
